route,stop_id,address,month,total_in,total_out,unique_days,avg_daily_in,avg_daily_out,days
Route 1 Red Cliffs,143486,449 North 2450 East,2025-01,77,102,26.0,2.96,3.92,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-02,65,75,23.0,2.83,3.26,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-03,54,78,25.0,2.16,3.12,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-04,105,120,26.0,4.04,4.62,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-05,81,82,26.0,3.12,3.15,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-06,61,50,24.0,2.54,2.08,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-07,65,66,24.0,2.71,2.75,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-08,81,79,26.0,3.12,3.04,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-09,64,72,25.0,2.56,2.88,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-10,93,99,27.0,3.44,3.67,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-11,64,66,24.0,2.67,2.75,
Route 1 Red Cliffs,143486,449 North 2450 East,2025-12,64,56,24.0,2.67,2.33,
Route 1 Red Cliffs,143486,449 North 2450 East,2026-01,63,66,26.0,2.42,2.54,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-01,126,206,26.0,4.85,7.92,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-02,121,225,24.0,5.04,9.38,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-03,131,234,26.0,5.04,9.0,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-04,110,257,26.0,4.23,9.88,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-05,128,194,26.0,4.92,7.46,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-06,103,181,25.0,4.12,7.24,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-07,130,148,25.0,5.2,5.92,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-08,157,226,26.0,6.04,8.69,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-09,123,197,25.0,4.92,7.88,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-10,132,201,27.0,4.89,7.44,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-11,124,141,24.0,5.17,5.88,
Route 1 Red Cliffs,143497,Security Service Credit Union,2025-12,32,154,26.0,1.23,5.92,
Route 1 Red Cliffs,143497,Security Service Credit Union,2026-01,64,142,26.0,2.46,5.46,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-01,85,72,26.0,3.27,2.77,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-02,62,55,24.0,2.58,2.29,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-03,70,51,26.0,2.69,1.96,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-04,68,88,26.0,2.62,3.38,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-05,70,95,24.0,2.92,3.96,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-06,75,59,25.0,3.0,2.36,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-07,91,71,25.0,3.64,2.84,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-08,119,82,26.0,4.58,3.15,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-09,148,98,25.0,5.92,3.92,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-10,149,117,27.0,5.52,4.33,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-11,99,104,24.0,4.12,4.33,
Route 1 Red Cliffs,143516,245 North 2450 East,2025-12,103,107,26.0,3.96,4.12,
Route 1 Red Cliffs,143516,245 North 2450 East,2026-01,87,118,26.0,3.35,4.54,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-01,161,103,26.0,6.19,3.96,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-02,160,118,24.0,6.67,4.92,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-03,188,139,26.0,7.23,5.35,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-04,214,155,26.0,8.23,5.96,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-05,254,199,26.0,9.77,7.65,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-06,206,107,25.0,8.24,4.28,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-07,173,109,25.0,6.92,4.36,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-08,204,144,26.0,7.85,5.54,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-09,249,168,25.0,9.96,6.72,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-10,286,201,27.0,10.59,7.44,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-11,272,218,24.0,11.33,9.08,
Route 1 Red Cliffs,143517,Barnes and Noble,2025-12,266,184,26.0,10.23,7.08,
Route 1 Red Cliffs,143517,Barnes and Noble,2026-01,251,246,26.0,9.65,9.46,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-01,185,177,26.0,7.12,6.81,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-02,209,229,24.0,8.71,9.54,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-03,219,159,26.0,8.42,6.12,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-04,238,167,26.0,9.15,6.42,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-05,190,178,26.0,7.31,6.85,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-06,196,188,25.0,7.84,7.52,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-07,151,146,25.0,6.04,5.84,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-08,147,151,26.0,5.65,5.81,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-09,178,157,25.0,7.12,6.28,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-10,217,195,27.0,8.04,7.22,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-11,171,157,24.0,7.12,6.54,
Route 1 Red Cliffs,143519,Mill Creek High School,2025-12,172,193,26.0,6.62,7.42,
Route 1 Red Cliffs,143519,Mill Creek High School,2026-01,140,161,26.0,5.38,6.19,
Route 1 Red Cliffs,143526,Transit Center,2025-01,2228,2541,26.0,85.69,97.73,
Route 1 Red Cliffs,143526,Transit Center,2025-02,1873,2189,24.0,78.04,91.21,
Route 1 Red Cliffs,143526,Transit Center,2025-03,1864,1700,26.0,71.69,65.38,
Route 1 Red Cliffs,143526,Transit Center,2025-04,2134,2068,26.0,82.08,79.54,
Route 1 Red Cliffs,143526,Transit Center,2025-05,1990,1835,26.0,76.54,70.58,
Route 1 Red Cliffs,143526,Transit Center,2025-06,1599,1492,25.0,63.96,59.68,
Route 1 Red Cliffs,143526,Transit Center,2025-07,1595,1855,25.0,63.8,74.2,
Route 1 Red Cliffs,143526,Transit Center,2025-08,2180,2264,26.0,83.85,87.08,
Route 1 Red Cliffs,143526,Transit Center,2025-09,1779,1257,25.0,71.16,50.28,
Route 1 Red Cliffs,143526,Transit Center,2025-10,1916,1353,27.0,70.96,50.11,
Route 1 Red Cliffs,143526,Transit Center,2025-11,1432,1124,24.0,59.67,46.83,
Route 1 Red Cliffs,143526,Transit Center,2025-12,1910,1805,26.0,73.46,69.42,
Route 1 Red Cliffs,143526,Transit Center,2026-01,2121,1879,26.0,81.58,72.27,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-01,9,4,7.0,1.29,0.57,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-02,7,2,6.0,1.17,0.33,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-03,3,1,4.0,0.75,0.25,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-04,9,7,6.0,1.5,1.17,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-05,23,17,12.0,1.92,1.42,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-06,4,1,6.0,0.67,0.17,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-07,2,1,2.0,1.0,0.5,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-08,3,1,5.0,0.6,0.2,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-09,4,3,4.0,1.0,0.75,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-10,4,4,3.0,1.33,1.33,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-11,12,13,10.0,1.2,1.3,
Route 1 Red Cliffs,143538,40 North Mall Drive,2025-12,5,7,8.0,0.62,0.88,
Route 1 Red Cliffs,143538,40 North Mall Drive,2026-01,8,2,5.0,1.6,0.4,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-01,139,124,26.0,5.35,4.77,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-02,172,165,24.0,7.17,6.88,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-03,159,103,26.0,6.12,3.96,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-04,169,124,26.0,6.5,4.77,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-05,125,67,26.0,4.81,2.58,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-06,110,96,24.0,4.58,4.0,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-07,80,70,25.0,3.2,2.8,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-08,142,64,26.0,5.46,2.46,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-09,195,75,25.0,7.8,3.0,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-10,273,125,27.0,10.11,4.63,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-11,184,85,24.0,7.67,3.54,
Route 1 Red Cliffs,143562,Good Shepherd Church,2025-12,213,126,26.0,8.19,4.85,
Route 1 Red Cliffs,143562,Good Shepherd Church,2026-01,224,117,26.0,8.62,4.5,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-01,232,188,26.0,8.92,7.23,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-02,185,148,24.0,7.71,6.17,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-03,175,141,26.0,6.73,5.42,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-04,204,193,26.0,7.85,7.42,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-05,160,151,26.0,6.15,5.81,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-06,130,139,25.0,5.2,5.56,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-07,107,121,25.0,4.28,4.84,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-08,193,139,26.0,7.42,5.35,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-09,289,181,25.0,11.56,7.24,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-10,241,200,27.0,8.93,7.41,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-11,185,157,24.0,7.71,6.54,
Route 1 Red Cliffs,143563,Fossil Ridge School,2025-12,123,115,26.0,4.73,4.42,
Route 1 Red Cliffs,143563,Fossil Ridge School,2026-01,216,96,26.0,8.31,3.69,
Route 1 Red Cliffs,143573,Deseret Industries,2025-01,2141,2118,26.0,82.35,81.46,
Route 1 Red Cliffs,143573,Deseret Industries,2025-02,1677,1364,24.0,69.88,56.83,
Route 1 Red Cliffs,143573,Deseret Industries,2025-03,1358,940,26.0,52.23,36.15,
Route 1 Red Cliffs,143573,Deseret Industries,2025-04,1604,1070,26.0,61.69,41.15,
Route 1 Red Cliffs,143573,Deseret Industries,2025-05,1402,1000,26.0,53.92,38.46,
Route 1 Red Cliffs,143573,Deseret Industries,2025-06,1130,965,25.0,45.2,38.6,
Route 1 Red Cliffs,143573,Deseret Industries,2025-07,1113,1030,25.0,44.52,41.2,
Route 1 Red Cliffs,143573,Deseret Industries,2025-08,1320,1077,26.0,50.77,41.42,
Route 1 Red Cliffs,143573,Deseret Industries,2025-09,1393,829,25.0,55.72,33.16,
Route 1 Red Cliffs,143573,Deseret Industries,2025-10,1835,883,27.0,67.96,32.7,
Route 1 Red Cliffs,143573,Deseret Industries,2025-11,1595,888,24.0,66.46,37.0,
Route 1 Red Cliffs,143573,Deseret Industries,2025-12,2030,1355,26.0,78.08,52.12,
Route 1 Red Cliffs,143573,Deseret Industries,2026-01,1941,1356,26.0,74.65,52.15,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-01,2,1,2.0,1.0,0.5,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-02,3,27,5.0,0.6,5.4,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-03,1,5,7.0,0.14,0.71,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-04,4,16,7.0,0.57,2.29,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-05,0,0,1.0,0.0,0.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-06,0,0,1.0,0.0,0.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-07,2,16,4.0,0.5,4.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-08,3,2,5.0,0.6,0.4,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-09,1,8,8.0,0.12,1.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-10,0,5,5.0,0.0,1.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-11,3,1,4.0,0.75,0.25,
Route 1 Red Cliffs,143586,110 South Mall Drive,2025-12,0,6,3.0,0.0,2.0,
Route 1 Red Cliffs,143586,110 South Mall Drive,2026-01,1,1,2.0,0.5,0.5,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-01,101,94,26.0,3.88,3.62,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-02,95,98,24.0,3.96,4.08,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-03,106,82,26.0,4.08,3.15,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-04,131,109,26.0,5.04,4.19,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-05,131,109,26.0,5.04,4.19,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-06,100,102,25.0,4.0,4.08,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-07,94,97,25.0,3.76,3.88,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-08,112,93,26.0,4.31,3.58,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-09,127,94,25.0,5.08,3.76,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-10,135,130,27.0,5.0,4.81,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-11,162,165,24.0,6.75,6.88,
Route 1 Red Cliffs,143593,Zion Medical Center,2025-12,149,145,26.0,5.73,5.58,
Route 1 Red Cliffs,143593,Zion Medical Center,2026-01,125,130,26.0,4.81,5.0,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-01,51,64,24.0,2.12,2.67,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-02,43,56,24.0,1.79,2.33,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-03,55,54,26.0,2.12,2.08,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-04,60,58,26.0,2.31,2.23,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-05,57,49,26.0,2.19,1.88,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-06,35,42,24.0,1.46,1.75,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-07,25,29,23.0,1.09,1.26,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-08,30,31,19.0,1.58,1.63,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-09,49,38,23.0,2.13,1.65,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-10,75,59,26.0,2.88,2.27,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-11,62,59,24.0,2.58,2.46,
Route 1 Red Cliffs,143608,25 North 2450 East,2025-12,58,55,26.0,2.23,2.12,
Route 1 Red Cliffs,143608,25 North 2450 East,2026-01,60,52,26.0,2.31,2.0,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-01,90,160,26.0,3.46,6.15,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-02,96,152,24.0,4.0,6.33,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-03,119,155,26.0,4.58,5.96,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-04,113,171,26.0,4.35,6.58,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-05,92,170,26.0,3.54,6.54,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-06,73,149,25.0,2.92,5.96,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-07,90,105,25.0,3.6,4.2,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-08,101,167,26.0,3.88,6.42,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-09,119,156,25.0,4.76,6.24,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-10,142,237,27.0,5.26,8.78,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-11,95,133,24.0,3.96,5.54,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2025-12,69,127,26.0,2.65,4.88,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2026-01,90,122,26.0,3.46,4.69,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-01,168,149,26.0,6.46,5.73,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-02,135,144,24.0,5.62,6.0,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-03,192,95,25.0,7.68,3.8,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-04,222,152,26.0,8.54,5.85,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-05,176,161,26.0,6.77,6.19,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-06,199,177,25.0,7.96,7.08,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-07,204,167,25.0,8.16,6.68,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-08,208,194,26.0,8.0,7.46,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-09,155,158,25.0,6.2,6.32,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-10,158,218,27.0,5.85,8.07,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-11,166,136,24.0,6.92,5.67,
Route 3 West Side Connector,143520,465 East Tabernacle,2025-12,144,109,26.0,5.54,4.19,
Route 3 West Side Connector,143520,465 East Tabernacle,2026-01,111,126,26.0,4.27,4.85,
Route 3 West Side Connector,143526,Transit Center,2025-01,3031,3276,26.0,116.58,126.0,
Route 3 West Side Connector,143526,Transit Center,2025-02,2418,2632,24.0,100.75,109.67,
Route 3 West Side Connector,143526,Transit Center,2025-03,1410,1669,26.0,54.23,64.19,
Route 3 West Side Connector,143526,Transit Center,2025-04,2058,2348,26.0,79.15,90.31,
Route 3 West Side Connector,143526,Transit Center,2025-05,1736,2296,26.0,66.77,88.31,
Route 3 West Side Connector,143526,Transit Center,2025-06,2120,2480,25.0,84.8,99.2,
Route 3 West Side Connector,143526,Transit Center,2025-07,2789,2836,25.0,111.56,113.44,
Route 3 West Side Connector,143526,Transit Center,2025-08,2784,3013,26.0,107.08,115.88,
Route 3 West Side Connector,143526,Transit Center,2025-09,695,903,25.0,27.8,36.12,
Route 3 West Side Connector,143526,Transit Center,2025-10,802,994,27.0,29.7,36.81,
Route 3 West Side Connector,143526,Transit Center,2025-11,807,881,24.0,33.62,36.71,
Route 3 West Side Connector,143526,Transit Center,2025-12,2218,1608,26.0,85.31,61.85,
Route 3 West Side Connector,143526,Transit Center,2026-01,2238,1649,26.0,86.08,63.42,
Route 3 West Side Connector,143527,402 North 500 West,2025-01,36,40,24.0,1.5,1.67,
Route 3 West Side Connector,143527,402 North 500 West,2025-02,39,62,23.0,1.7,2.7,
Route 3 West Side Connector,143527,402 North 500 West,2025-03,32,40,22.0,1.45,1.82,
Route 3 West Side Connector,143527,402 North 500 West,2025-04,42,49,24.0,1.75,2.04,
Route 3 West Side Connector,143527,402 North 500 West,2025-05,60,60,25.0,2.4,2.4,
Route 3 West Side Connector,143527,402 North 500 West,2025-06,53,42,25.0,2.12,1.68,
Route 3 West Side Connector,143527,402 North 500 West,2025-07,33,36,21.0,1.57,1.71,
Route 3 West Side Connector,143527,402 North 500 West,2025-08,55,74,26.0,2.12,2.85,
Route 3 West Side Connector,143527,402 North 500 West,2025-09,28,88,25.0,1.12,3.52,
Route 3 West Side Connector,143527,402 North 500 West,2025-10,45,65,25.0,1.8,2.6,
Route 3 West Side Connector,143527,402 North 500 West,2025-11,38,73,23.0,1.65,3.17,
Route 3 West Side Connector,143527,402 North 500 West,2025-12,24,57,25.0,0.96,2.28,
Route 3 West Side Connector,143527,402 North 500 West,2026-01,31,66,25.0,1.24,2.64,
Route 3 West Side Connector,143529,City Office Outbound,2025-01,141,131,26.0,5.42,5.04,
Route 3 West Side Connector,143529,City Office Outbound,2025-02,100,106,24.0,4.17,4.42,
Route 3 West Side Connector,143529,City Office Outbound,2025-03,74,94,25.0,2.96,3.76,
Route 3 West Side Connector,143529,City Office Outbound,2025-04,71,108,26.0,2.73,4.15,
Route 3 West Side Connector,143529,City Office Outbound,2025-05,109,162,24.0,4.54,6.75,
Route 3 West Side Connector,143529,City Office Outbound,2025-06,116,189,25.0,4.64,7.56,
Route 3 West Side Connector,143529,City Office Outbound,2025-07,101,136,24.0,4.21,5.67,
Route 3 West Side Connector,143529,City Office Outbound,2025-08,121,176,26.0,4.65,6.77,
Route 3 West Side Connector,143529,City Office Outbound,2025-09,129,185,25.0,5.16,7.4,
Route 3 West Side Connector,143529,City Office Outbound,2025-10,128,187,27.0,4.74,6.93,
Route 3 West Side Connector,143529,City Office Outbound,2025-11,87,142,24.0,3.62,5.92,
Route 3 West Side Connector,143529,City Office Outbound,2025-12,76,128,25.0,3.04,5.12,
Route 3 West Side Connector,143529,City Office Outbound,2026-01,60,82,25.0,2.4,3.28,
Route 3 West Side Connector,143533,Sunset Corner,2025-01,2070,1746,26.0,79.62,67.15,
Route 3 West Side Connector,143533,Sunset Corner,2025-02,1621,1558,24.0,67.54,64.92,
Route 3 West Side Connector,143533,Sunset Corner,2025-03,1477,878,26.0,56.81,33.77,
Route 3 West Side Connector,143533,Sunset Corner,2025-04,1981,1461,26.0,76.19,56.19,
Route 3 West Side Connector,143533,Sunset Corner,2025-05,1899,1291,26.0,73.04,49.65,
Route 3 West Side Connector,143533,Sunset Corner,2025-06,1709,1556,25.0,68.36,62.24,
Route 3 West Side Connector,143533,Sunset Corner,2025-07,1985,1911,25.0,79.4,76.44,
Route 3 West Side Connector,143533,Sunset Corner,2025-08,2259,2021,26.0,86.88,77.73,
Route 3 West Side Connector,143533,Sunset Corner,2025-09,1335,319,25.0,53.4,12.76,
Route 3 West Side Connector,143533,Sunset Corner,2025-10,1241,329,27.0,45.96,12.19,
Route 3 West Side Connector,143533,Sunset Corner,2025-11,1146,351,24.0,47.75,14.62,
Route 3 West Side Connector,143533,Sunset Corner,2025-12,2623,1100,26.0,100.88,42.31,
Route 3 West Side Connector,143533,Sunset Corner,2026-01,2600,1089,26.0,100.0,41.88,
Route 3 West Side Connector,143569,Subway Outbound,2025-01,172,156,26.0,6.62,6.0,
Route 3 West Side Connector,143569,Subway Outbound,2025-02,116,161,24.0,4.83,6.71,
Route 3 West Side Connector,143569,Subway Outbound,2025-03,95,114,26.0,3.65,4.38,
Route 3 West Side Connector,143569,Subway Outbound,2025-04,166,148,26.0,6.38,5.69,
Route 3 West Side Connector,143569,Subway Outbound,2025-05,175,176,26.0,6.73,6.77,
Route 3 West Side Connector,143569,Subway Outbound,2025-06,101,193,25.0,4.04,7.72,
Route 3 West Side Connector,143569,Subway Outbound,2025-07,131,197,25.0,5.24,7.88,
Route 3 West Side Connector,143569,Subway Outbound,2025-08,163,160,26.0,6.27,6.15,
Route 3 West Side Connector,143569,Subway Outbound,2025-09,108,71,25.0,4.32,2.84,
Route 3 West Side Connector,143569,Subway Outbound,2025-10,113,94,27.0,4.19,3.48,
Route 3 West Side Connector,143569,Subway Outbound,2025-11,69,87,24.0,2.88,3.62,
Route 3 West Side Connector,143569,Subway Outbound,2025-12,67,82,25.0,2.68,3.28,
Route 3 West Side Connector,143569,Subway Outbound,2026-01,59,91,26.0,2.27,3.5,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-01,237,208,26.0,9.12,8.0,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-02,219,183,24.0,9.12,7.62,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-03,212,217,26.0,8.15,8.35,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-04,344,225,26.0,13.23,8.65,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-05,339,300,26.0,13.04,11.54,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-06,336,253,25.0,13.44,10.12,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-07,314,220,25.0,12.56,8.8,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-08,375,339,26.0,14.42,13.04,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-09,297,264,25.0,11.88,10.56,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-10,319,310,27.0,11.81,11.48,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-11,242,223,24.0,10.08,9.29,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2025-12,291,240,26.0,11.19,9.23,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2026-01,291,224,26.0,11.19,8.62,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-01,141,114,26.0,5.42,4.38,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-02,101,128,24.0,4.21,5.33,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-03,127,86,26.0,4.88,3.31,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-04,171,141,26.0,6.58,5.42,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-05,194,151,26.0,7.46,5.81,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-06,239,177,25.0,9.56,7.08,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-07,183,134,25.0,7.32,5.36,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-08,194,167,26.0,7.46,6.42,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-09,85,67,25.0,3.4,2.68,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-10,107,72,27.0,3.96,2.67,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-11,60,52,22.0,2.73,2.36,
Route 3 West Side Connector,143599,245 East Tabernacle,2025-12,65,64,23.0,2.83,2.78,
Route 3 West Side Connector,143599,245 East Tabernacle,2026-01,45,66,25.0,1.8,2.64,
Route 3 West Side Connector,143600,Opera House,2025-01,100,95,26.0,3.85,3.65,
Route 3 West Side Connector,143600,Opera House,2025-02,64,53,23.0,2.78,2.3,
Route 3 West Side Connector,143600,Opera House,2025-03,51,69,25.0,2.04,2.76,
Route 3 West Side Connector,143600,Opera House,2025-04,102,71,26.0,3.92,2.73,
Route 3 West Side Connector,143600,Opera House,2025-05,83,77,26.0,3.19,2.96,
Route 3 West Side Connector,143600,Opera House,2025-06,77,90,25.0,3.08,3.6,
Route 3 West Side Connector,143600,Opera House,2025-07,75,77,24.0,3.12,3.21,
