route,stop_id,address,month,total_in,total_out,unique_days,avg_daily_in,avg_daily_out,days
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2025-08,2,7,8.0,0.25,0.88,
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2025-09,2,8,6.0,0.33,1.33,
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2025-10,6,4,7.0,0.86,0.57,
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2025-11,4,10,9.0,0.44,1.11,
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2025-12,3,0,3.0,1.0,0.0,
Route 7 Washington,143625,Buena Vista/Calle Del Sol,2026-01,2,3,6.0,0.33,0.5,
Route 7 Washington,143627,Library 250 North 300 East,2025-01,86,82,26.0,3.31,3.15,
Route 7 Washington,143627,Library 250 North 300 East,2025-02,77,89,24.0,3.21,3.71,
Route 7 Washington,143627,Library 250 North 300 East,2025-03,67,66,26.0,2.58,2.54,
Route 7 Washington,143627,Library 250 North 300 East,2025-04,90,102,26.0,3.46,3.92,
Route 7 Washington,143627,Library 250 North 300 East,2025-05,87,98,25.0,3.48,3.92,
Route 7 Washington,143627,Library 250 North 300 East,2025-06,65,77,25.0,2.6,3.08,
Route 7 Washington,143627,Library 250 North 300 East,2025-07,28,60,21.0,1.33,2.86,
Route 7 Washington,143627,Library 250 North 300 East,2025-08,53,67,25.0,2.12,2.68,
Route 7 Washington,143627,Library 250 North 300 East,2025-09,57,58,23.0,2.48,2.52,
Route 7 Washington,143627,Library 250 North 300 East,2025-10,42,63,22.0,1.91,2.86,
Route 7 Washington,143627,Library 250 North 300 East,2025-11,38,40,20.0,1.9,2.0,
Route 7 Washington,143627,Library 250 North 300 East,2025-12,40,53,24.0,1.67,2.21,
Route 7 Washington,143627,Library 250 North 300 East,2026-01,60,66,26.0,2.31,2.54,
Route 7 Washington,143628,135 East 300 North,2025-01,70,47,25.0,2.8,1.88,
Route 7 Washington,143628,135 East 300 North,2025-02,33,33,23.0,1.43,1.43,
Route 7 Washington,143628,135 East 300 North,2025-03,31,21,24.0,1.29,0.88,
Route 7 Washington,143628,135 East 300 North,2025-04,98,50,26.0,3.77,1.92,
Route 7 Washington,143628,135 East 300 North,2025-05,91,36,26.0,3.5,1.38,
Route 7 Washington,143628,135 East 300 North,2025-06,63,33,24.0,2.62,1.38,
Route 7 Washington,143628,135 East 300 North,2025-07,50,21,22.0,2.27,0.95,
Route 7 Washington,143628,135 East 300 North,2025-08,85,33,25.0,3.4,1.32,
Route 7 Washington,143628,135 East 300 North,2025-09,114,48,25.0,4.56,1.92,
Route 7 Washington,143628,135 East 300 North,2025-10,160,75,27.0,5.93,2.78,
Route 7 Washington,143628,135 East 300 North,2025-11,108,36,23.0,4.7,1.57,
Route 7 Washington,143628,135 East 300 North,2025-12,93,62,25.0,3.72,2.48,
Route 7 Washington,143628,135 East 300 North,2026-01,93,38,26.0,3.58,1.46,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-01,25,31,22.0,1.14,1.41,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-02,28,48,23.0,1.22,2.09,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-03,9,31,21.0,0.43,1.48,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-04,27,37,24.0,1.12,1.54,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-05,20,37,24.0,0.83,1.54,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-06,48,49,24.0,2.0,2.04,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-07,31,21,24.0,1.29,0.88,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-08,34,34,24.0,1.42,1.42,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-09,40,15,25.0,1.6,0.6,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-10,55,28,26.0,2.12,1.08,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-11,39,31,24.0,1.62,1.29,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2025-12,35,31,23.0,1.52,1.35,
Route 7 Washington,143649,144 Cactus Lane/Buena Vista Boulevard,2026-01,31,45,26.0,1.19,1.73,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-01,8,7,10.0,0.8,0.7,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-02,8,8,11.0,0.73,0.73,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-03,51,39,23.0,2.22,1.7,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-04,94,47,25.0,3.76,1.88,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-05,79,80,25.0,3.16,3.2,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-06,128,46,25.0,5.12,1.84,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-07,97,33,23.0,4.22,1.43,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-08,103,38,24.0,4.29,1.58,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-09,172,44,25.0,6.88,1.76,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-10,110,44,26.0,4.23,1.69,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-11,33,31,22.0,1.5,1.41,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2025-12,30,36,24.0,1.25,1.5,
Route 8 Zion,143488,Kolob Terrace Road Virgin (Eastbound),2026-01,16,14,16.0,1.0,0.88,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-01,372,416,26.0,14.31,16.0,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-02,341,424,24.0,14.21,17.67,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-03,567,568,26.0,21.81,21.85,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-04,638,676,26.0,24.54,26.0,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-05,703,824,26.0,27.04,31.69,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-06,739,858,25.0,29.56,34.32,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-07,619,808,25.0,24.76,32.32,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-08,659,802,26.0,25.35,30.85,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-09,674,819,25.0,26.96,32.76,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-10,757,903,27.0,28.04,33.44,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-11,501,523,24.0,20.88,21.79,
Route 8 Zion,143541,Lion Boulevard Springdale,2025-12,463,485,26.0,17.81,18.65,
Route 8 Zion,143541,Lion Boulevard Springdale,2026-01,372,397,21.0,17.71,18.9,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-01,15,33,13.0,1.15,2.54,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-02,8,6,11.0,0.73,0.55,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-03,41,57,23.0,1.78,2.48,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-04,35,137,26.0,1.35,5.27,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-05,81,154,26.0,3.12,5.92,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-06,59,198,24.0,2.46,8.25,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-07,83,157,24.0,3.46,6.54,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-08,45,90,25.0,1.8,3.6,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-09,79,199,25.0,3.16,7.96,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-10,50,107,27.0,1.85,3.96,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-11,45,47,22.0,2.05,2.14,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2025-12,25,41,25.0,1.0,1.64,
Route 8 Zion,143549,Kolob Terrace Road Virgin (Westbound),2026-01,15,22,20.0,0.75,1.1,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-01,40,39,24.0,1.67,1.62,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-02,52,52,22.0,2.36,2.36,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-03,88,37,26.0,3.38,1.42,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-04,109,63,25.0,4.36,2.52,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-05,143,60,26.0,5.5,2.31,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-06,106,26,25.0,4.24,1.04,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-07,151,55,25.0,6.04,2.2,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-08,161,51,26.0,6.19,1.96,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-09,232,55,25.0,9.28,2.2,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-10,223,60,27.0,8.26,2.22,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-11,174,61,24.0,7.25,2.54,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2025-12,111,63,26.0,4.27,2.42,
Route 8 Zion,143576,300 North State Street LaVerkin (Eastbound),2026-01,84,54,21.0,4.0,2.57,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-01,88,96,26.0,3.38,3.69,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-02,76,84,23.0,3.3,3.65,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-03,90,90,25.0,3.6,3.6,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-04,131,143,26.0,5.04,5.5,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-05,138,155,26.0,5.31,5.96,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-06,120,128,25.0,4.8,5.12,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-07,129,181,25.0,5.16,7.24,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-08,137,110,26.0,5.27,4.23,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-09,110,124,25.0,4.4,4.96,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-10,128,111,27.0,4.74,4.11,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-11,74,85,24.0,3.08,3.54,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2025-12,75,92,26.0,2.88,3.54,
Route 8 Zion,143589,3400 West Hurricane (Walmart),2026-01,67,68,21.0,3.19,3.24,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-01,75,45,26.0,2.88,1.73,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-02,51,27,22.0,2.32,1.23,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-03,110,70,24.0,4.58,2.92,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-04,75,79,26.0,2.88,3.04,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-05,24,34,13.0,1.85,2.62,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-06,131,63,24.0,5.46,2.62,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-07,162,64,25.0,6.48,2.56,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-08,157,86,26.0,6.04,3.31,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-09,141,98,25.0,5.64,3.92,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-10,174,96,27.0,6.44,3.56,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-11,120,86,24.0,5.0,3.58,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2025-12,144,87,26.0,5.54,3.35,
Route 8 Zion,143590,700 West State Street Hurricane (Eastbound),2026-01,122,79,21.0,5.81,3.76,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-01,3,50,23.0,0.13,2.17,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-02,9,70,22.0,0.41,3.18,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-03,10,115,26.0,0.38,4.42,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-04,14,138,24.0,0.58,5.75,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-05,103,243,26.0,3.96,9.35,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-06,9,166,25.0,0.36,6.64,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-07,12,187,24.0,0.5,7.79,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-08,3,194,26.0,0.12,7.46,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-09,19,255,25.0,0.76,10.2,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-10,24,205,27.0,0.89,7.59,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-11,11,168,24.0,0.46,7.0,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2025-12,4,128,26.0,0.15,4.92,
Route 8 Zion,143591,1130 Zion Park Boulevard (Hampton) Springdale,2026-01,4,125,21.0,0.19,5.95,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-01,470,566,26.0,18.08,21.77,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-02,468,533,24.0,19.5,22.21,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-03,420,502,26.0,16.15,19.31,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-04,562,667,26.0,21.62,25.65,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-05,499,622,26.0,19.19,23.92,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-06,397,511,26.0,15.27,19.65,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-07,459,591,25.0,18.36,23.64,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-08,564,720,26.0,21.69,27.69,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-09,441,570,25.0,17.64,22.8,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-10,420,553,27.0,15.56,20.48,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-11,319,396,24.0,13.29,16.5,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2025-12,332,413,26.0,12.77,15.88,
Route 8 Zion,143606,Red Cliffs Mall (Barnes & Noble),2026-01,236,306,21.0,11.24,14.57,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-01,22,29,21.0,1.05,1.38,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-02,33,30,20.0,1.65,1.5,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-03,50,64,26.0,1.92,2.46,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-04,74,84,25.0,2.96,3.36,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-05,57,130,26.0,2.19,5.0,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-06,35,104,24.0,1.46,4.33,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-07,52,128,25.0,2.08,5.12,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-08,58,129,26.0,2.23,4.96,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-09,96,163,25.0,3.84,6.52,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-10,77,166,27.0,2.85,6.15,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-11,93,129,24.0,3.88,5.38,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2025-12,83,84,25.0,3.32,3.36,
Route 8 Zion,143613,300 North State Street LaVerkin (Westbound),2026-01,94,50,21.0,4.48,2.38,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-01,46,37,24.0,1.92,1.54,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-02,39,25,21.0,1.86,1.19,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-03,66,80,24.0,2.75,3.33,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-04,142,96,26.0,5.46,3.69,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-05,187,129,26.0,7.19,4.96,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-06,111,139,25.0,4.44,5.56,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-07,76,152,25.0,3.04,6.08,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-08,49,84,26.0,1.88,3.23,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-09,119,98,25.0,4.76,3.92,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-10,96,100,27.0,3.56,3.7,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-11,61,71,24.0,2.54,2.96,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2025-12,63,50,26.0,2.42,1.92,
Route 8 Zion,143614,700 West State Street Hurricane (Westbound),2026-01,76,54,21.0,3.62,2.57,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-01,65,53,23.0,2.83,2.3,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-02,68,21,22.0,3.09,0.95,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-03,142,27,26.0,5.46,1.04,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-04,229,40,26.0,8.81,1.54,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-05,265,64,26.0,10.19,2.46,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-06,197,24,24.0,8.21,1.0,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-07,277,54,25.0,11.08,2.16,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-08,252,52,26.0,9.69,2.0,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-09,365,69,25.0,14.6,2.76,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-10,261,20,27.0,9.67,0.74,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-11,183,20,24.0,7.62,0.83,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2025-12,149,33,25.0,5.96,1.32,
Route 8 Zion,143626,1210 Zion Park Boulevard (Bit & Spur) Springdale,2026-01,94,19,21.0,4.48,0.9,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-01,163,164,26.0,6.27,6.31,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-02,154,163,24.0,6.42,6.79,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-03,141,233,26.0,5.42,8.96,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-04,205,253,26.0,7.88,9.73,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-05,298,398,26.0,11.46,15.31,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-06,225,317,25.0,9.0,12.68,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-07,221,277,25.0,8.84,11.08,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-08,366,422,26.0,14.08,16.23,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-09,256,300,25.0,10.24,12.0,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-10,226,257,27.0,8.37,9.52,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-11,174,206,24.0,7.25,8.58,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2025-12,162,227,26.0,6.23,8.73,
Route 8 Zion,143641,1670 South 120 East (Dixie Center),2026-01,113,121,21.0,5.38,5.76,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-01,36,33,24.0,1.5,1.38,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-02,54,32,23.0,2.35,1.39,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-03,70,58,26.0,2.69,2.23,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-04,96,122,26.0,3.69,4.69,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-05,120,147,25.0,4.8,5.88,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-06,88,87,25.0,3.52,3.48,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-07,97,99,23.0,4.22,4.3,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-08,105,99,26.0,4.04,3.81,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-09,91,93,25.0,3.64,3.72,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-10,117,125,27.0,4.33,4.63,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-11,95,100,24.0,3.96,4.17,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2025-12,116,101,26.0,4.46,3.88,
Route 8 Zion,144228,5300 West Regional Park Road DMV Hurricane,2026-01,65,68,21.0,3.1,3.24,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-01,8,7,5.0,1.6,1.4,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-02,23,23,8.0,2.88,2.88,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-03,63,73,24.0,2.62,3.04,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-04,70,65,24.0,2.92,2.71,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-05,105,87,26.0,4.04,3.35,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-06,85,92,25.0,3.4,3.68,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-07,69,74,24.0,2.88,3.08,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-08,77,99,26.0,2.96,3.81,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-09,76,78,25.0,3.04,3.12,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-10,81,82,27.0,3.0,3.04,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-11,60,52,24.0,2.5,2.17,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2025-12,57,56,26.0,2.19,2.15,
Route 8 Zion,144637,Buena Vista (Boiler Park) Washington,2026-01,57,69,21.0,2.71,3.29,
Route 1 Red Cliffs,143486,449 North 2450 East,2026-02,43,48,24.0,1.79,2.0,
Route 1 Red Cliffs,143497,Security Service Credit Union,2026-02,48,140,24.0,2.0,5.83,
Route 1 Red Cliffs,143516,245 North 2450 East,2026-02,114,77,24.0,4.75,3.21,
Route 1 Red Cliffs,143517,Barnes and Noble,2026-02,237,269,24.0,9.88,11.21,
Route 1 Red Cliffs,143519,Mill Creek High School,2026-02,123,134,24.0,5.12,5.58,
Route 1 Red Cliffs,143526,Transit Center,2026-02,1883,1644,24.0,78.46,68.5,
Route 1 Red Cliffs,143538,40 North Mall Drive,2026-02,3,1,4.0,0.75,0.25,
Route 1 Red Cliffs,143562,Good Shepherd Church,2026-02,210,111,24.0,8.75,4.62,
Route 1 Red Cliffs,143563,Fossil Ridge School,2026-02,231,78,24.0,9.62,3.25,
Route 1 Red Cliffs,143573,Deseret Industries,2026-02,1828,1172,24.0,76.17,48.83,
Route 1 Red Cliffs,143586,110 South Mall Drive,2026-02,5,10,15.0,0.33,0.67,
Route 1 Red Cliffs,143593,Zion Medical Center,2026-02,146,121,24.0,6.08,5.04,
Route 1 Red Cliffs,143608,25 North 2450 East,2026-02,67,66,23.0,2.91,2.87,
Route 1 Red Cliffs,144130,Promenade 245 North Red Cliffs Dr (Red Lobster),2026-02,88,130,24.0,3.67,5.42,
Route 3 West Side Connector,143520,465 East Tabernacle,2026-02,149,117,24.0,6.21,4.88,
Route 3 West Side Connector,143526,Transit Center,2026-02,2014,1391,24.0,83.92,57.96,
Route 3 West Side Connector,143527,402 North 500 West,2026-02,27,45,24.0,1.12,1.88,
Route 3 West Side Connector,143529,City Office Outbound,2026-02,55,81,21.0,2.62,3.86,
Route 3 West Side Connector,143533,Sunset Corner,2026-02,2454,983,24.0,102.25,40.96,
Route 3 West Side Connector,143569,Subway Outbound,2026-02,66,64,24.0,2.75,2.67,
Route 3 West Side Connector,143575,SW Behavioral Health Center,2026-02,251,217,24.0,10.46,9.04,
Route 3 West Side Connector,143599,245 East Tabernacle,2026-02,71,59,24.0,2.96,2.46,
Route 3 West Side Connector,143600,Opera House,2026-02,68,75,24.0,2.83,3.12,
Route 3 West Side Connector,143648,85 South 700 East,2026-02,117,32,23.0,5.09,1.39,
Route 3 West Side Connector,143650,244 West 200 North,2026-02,68,123,24.0,2.83,5.12,
Route 1 Red Cliffs,143499,Outback 232 Red Cliffs Drive,2026-02,114,191,24.0,4.75,7.96,
Route 1 Red Cliffs,143552,Intermountain River Road Clinic,2026-02,162,196,24.0,6.75,8.17,
Route 1 Red Cliffs,143556,120 South 700 East,2026-02,91,7,24.0,3.79,0.29,
Route 1 Red Cliffs,143559,Target 225 South River Road,2026-02,282,291,24.0,11.75,12.12,
Route 1 Red Cliffs,143577,740 East 700 South,2026-02,87,42,24.0,3.62,1.75,
Route 1 Red Cliffs,143620,592 South 700 East,2026-02,54,56,24.0,2.25,2.33,
Route 1 Red Cliffs,143642,Red Cliff Mall,2026-02,64,169,24.0,2.67,7.04,
Route 1 Red Cliffs,143654,320 South 700 East,2026-02,51,26,23.0,2.22,1.13,
Route 1 Red Cliffs,144072,955 East 700 South,2026-02,132,106,24.0,5.5,4.42,
Route 3 West Side Connector,143493,420 East Tabernacle,2026-02,122,132,24.0,5.08,5.5,
Route 3 West Side Connector,143504,Post Office,2026-02,73,108,24.0,3.04,4.5,
Route 3 West Side Connector,143505,990 East Tabernacle,2026-02,12,106,24.0,0.5,4.42,
Route 3 West Side Connector,143509,Catholic Church,2026-02,206,71,24.0,8.58,2.96,
Route 3 West Side Connector,143525,Subway Inbound,2026-02,57,75,24.0,2.38,3.12,
Route 3 West Side Connector,143530,710 East Tabernacle,2026-02,45,269,24.0,1.88,11.21,
Route 3 West Side Connector,143560,210 East Tabernacle,2026-02,110,120,24.0,4.58,5.0,
Route 3 West Side Connector,143579,City Office Inbound,2026-02,55,49,21.0,2.62,2.33,
Route 3 West Side Connector,143596,Ace Hardware,2026-02,201,245,24.0,8.38,10.21,
Route 3 West Side Connector,143629,Sandtown,2026-02,141,27,24.0,5.88,1.12,
Route 4 Sunset,143489,Sunset @ Lava Flow,2026-02,165,228,24.0,6.88,9.5,
